Order ID,Customer Name,Category,Sub Category,City,Region,Sales,Discount,Profit,State,Order Year,Order month,Order day
OD2789,Esther,Beverages,Soft Drinks,Perambalur,East,788.0,0.25,291.56,Tamil Nadu,2017,9,3
OD2792,Suresh,Bakery,Biscuits,Cumbum,East,721.0,0.1,201.88,Tamil Nadu,2018,7,29
OD2793,Vidya,Beverages,Health Drinks,Perambalur,East,1085.0,0.33,303.8,Tamil Nadu,2017,7,14
OD2794,Aditi,Fruits & Veggies,Organic Vegetables,Bodi,East,1537.0,0.12,322.77,Tamil Nadu,2017,8,27
OD2796,Sudeep,Snacks,Noodles,Cumbum,East,1655.0,0.35,496.5,Tamil Nadu,2015,11,14
OD2797,Yusuf,Oil & Masala,Edible Oil & Ghee,Nagercoil,East,1400.0,0.23,434.0,Tamil Nadu,2018,11,1
OD2798,Amy,Bakery,Cakes,Tirunelveli,East,752.0,0.25,218.08,Tamil Nadu,2015,3,11
OD2799,Kumar,Beverages,Soft Drinks,Vellore,East,1341.0,0.3,268.2,Tamil Nadu,2018,11,5
OD2800,Arutra,Bakery,Biscuits,Trichy,East,1735.0,0.33,86.75,Tamil Nadu,2017,3,24
OD2801,Sudeep,Food Grains,Organic Staples,Karur,East,1736.0,0.17,329.84,Tamil Nadu,2015,11,28
OD2802,Vidya,Bakery,Breads & Buns,Karur,East,1084.0,0.17,487.8,Tamil Nadu,2017,6,13
OD2803,Malik,Food Grains,Rice,Theni,East,1601.0,0.18,112.07,Tamil Nadu,2016,7,18
OD2804,Mathew,Bakery,Cakes,Salem,East,1703.0,0.24,272.48,Tamil Nadu,2017,12,25
OD2805,Ram,Fruits & Veggies,Fresh Fruits,Tirunelveli,East,1699.0,0.31,390.77,Tamil Nadu,2016,7,13
OD2806,Alan,Beverages,Health Drinks,Viluppuram,East,784.0,0.24,125.44,Tamil Nadu,2018,8,24
OD2807,Verma,Snacks,Chocolates,Vellore,East,2161.0,0.29,821.18,Tamil Nadu,2015,12,27
OD2808,Ravi,Beverages,Soft Drinks,Namakkal,East,1443.0,0.28,490.62,Tamil Nadu,2018,11,12
OD2809,Anu,Snacks,Chocolates,Trichy,East,1329.0,0.14,318.96,Tamil Nadu,2015,8,19
OD2811,Roshan,Snacks,Cookies,Kanyakumari,East,559.0,0.19,195.65,Tamil Nadu,2018,1,27
OD2812,Yadav,Beverages,Health Drinks,Tenkasi,East,2445.0,0.3,122.25,Tamil Nadu,2018,7,7
OD2813,Haseena,Fruits & Veggies,Fresh Vegetables,Tirunelveli,East,1381.0,0.32,331.44,Tamil Nadu,2018,3,17
OD2815,Yadav,Oil & Masala,Masalas,Cumbum,East,864.0,0.16,259.2,Tamil Nadu,2016,7,23
OD2817,Ravi,Food Grains,Dals & Pulses,Karur,East,1824.0,0.26,802.56,Tamil Nadu,2016,8,24
OD2818,Sabeela,Oil & Masala,Masalas,Namakkal,East,2099.0,0.28,881.58,Tamil Nadu,2018,12,4
OD2819,Suresh,Fruits & Veggies,Organic Vegetables,Namakkal,East,2145.0,0.11,493.35,Tamil Nadu,2015,9,9
OD2820,Shah,Fruits & Veggies,Fresh Vegetables,Ooty,East,547.0,0.22,82.05,Tamil Nadu,2016,8,24
OD2821,Esther,Bakery,Breads & Buns,Cumbum,East,1145.0,0.35,137.4,Tamil Nadu,2017,11,10
OD2822,Veronica,Fruits & Veggies,Organic Vegetables,Coimbatore,East,815.0,0.34,285.25,Tamil Nadu,2018,7,25
OD2824,Surya,Food Grains,Rice,Tenkasi,East,671.0,0.13,33.55,Tamil Nadu,2018,9,4
OD2825,Ramesh,Beverages,Soft Drinks,Tenkasi,East,757.0,0.15,113.55,Tamil Nadu,2015,5,18
OD2826,Harish,Food Grains,Atta & Flour,Bodi,East,668.0,0.23,80.16,Tamil Nadu,2017,5,15
OD2827,Arvind,Beverages,Soft Drinks,Theni,East,1791.0,0.18,125.37,Tamil Nadu,2018,1,19
OD2828,Sabeela,Beverages,Health Drinks,Nagercoil,East,1165.0,0.35,267.95,Tamil Nadu,2018,7,25
OD2829,Harish,Bakery,Breads & Buns,Coimbatore,East,1051.0,0.2,388.87,Tamil Nadu,2015,10,5
OD2831,Esther,Beverages,Soft Drinks,Madurai,East,1042.0,0.13,177.14,Tamil Nadu,2018,6,16
OD2832,Suresh,Snacks,Chocolates,Kanyakumari,East,1272.0,0.17,343.44,Tamil Nadu,2015,5,10
OD2833,Peer,Fruits & Veggies,Fresh Fruits,Virudhunagar,East,2438.0,0.12,341.32,Tamil Nadu,2016,12,5
OD2834,Hafiz,Food Grains,Atta & Flour,Krishnagiri,East,2258.0,0.18,699.98,Tamil Nadu,2017,2,25
OD2835,Shah,Oil & Masala,Spices,Tirunelveli,East,2296.0,0.14,298.48,Tamil Nadu,2017,9,17
OD2836,Jonas,Beverages,Soft Drinks,Madurai,East,734.0,0.17,286.26,Tamil Nadu,2018,7,25
OD2837,Suresh,Bakery,Cakes,Tirunelveli,East,2439.0,0.25,1073.16,Tamil Nadu,2017,11,10
OD2838,Malik,Food Grains,Rice,Madurai,East,1287.0,0.18,77.22,Tamil Nadu,2018,9,25
OD2839,Amrish,Bakery,Biscuits,Dindigul,East,1733.0,0.15,450.58,Tamil Nadu,2018,11,27
OD2840,Jonas,Snacks,Cookies,Ramanadhapuram,East,1424.0,0.17,356.0,Tamil Nadu,2018,11,5
OD2841,Sharon,Food Grains,Organic Staples,Pudukottai,East,2433.0,0.24,608.25,Tamil Nadu,2015,3,5
OD2843,Willams,Oil & Masala,Edible Oil & Ghee,Pudukottai,East,1075.0,0.25,268.75,Tamil Nadu,2016,3,26
OD2844,Vince,Snacks,Cookies,Karur,East,1599.0,0.12,303.81,Tamil Nadu,2018,9,16
OD2845,Alan,Bakery,Breads & Buns,Salem,East,1230.0,0.29,430.5,Tamil Nadu,2015,12,1
OD2847,Ram,Food Grains,Dals & Pulses,Ramanadhapuram,East,1526.0,0.14,167.86,Tamil Nadu,2018,8,24
OD2848,Alan,Beverages,Health Drinks,Chennai,East,561.0,0.12,100.98,Tamil Nadu,2018,9,22
OD2849,Harish,Bakery,Breads & Buns,Tenkasi,East,1976.0,0.23,671.84,Tamil Nadu,2018,9,4
OD2851,Anu,Oil & Masala,Edible Oil & Ghee,Theni,East,2065.0,0.26,805.35,Tamil Nadu,2017,12,15
OD2852,Ganesh,Food Grains,Atta & Flour,Ooty,East,1606.0,0.3,690.58,Tamil Nadu,2015,8,19
OD2853,Shree,Bakery,Breads & Buns,Ramanadhapuram,East,2448.0,0.3,734.4,Tamil Nadu,2018,9,4
OD2854,Harish,Oil & Masala,Masalas,Cumbum,East,1182.0,0.35,460.98,Tamil Nadu,2018,6,21
OD2855,Willams,Food Grains,Dals & Pulses,Bodi,East,1563.0,0.35,656.46,Tamil Nadu,2016,12,5
OD2857,Sudha,Food Grains,Organic Staples,Krishnagiri,East,720.0,0.24,216.0,Tamil Nadu,2015,11,18
OD2858,Sundar,Bakery,Breads & Buns,Kanyakumari,East,921.0,0.24,147.36,Tamil Nadu,2017,11,26
OD2859,Harish,Bakery,Biscuits,Nagercoil,South,691.0,0.29,48.37,Tamil Nadu,2017,11,3
OD2860,Rumaiza,Beverages,Soft Drinks,Chennai,South,988.0,0.32,355.68,Tamil Nadu,2018,12,29
OD2863,Sundar,Fruits & Veggies,Organic Vegetables,Salem,South,1297.0,0.33,479.89,Tamil Nadu,2018,12,9
OD2864,Amrish,Beverages,Soft Drinks,Bodi,South,665.0,0.34,246.05,Tamil Nadu,2015,12,19
OD2865,Vince,Snacks,Cookies,Krishnagiri,South,1020.0,0.14,306.0,Tamil Nadu,2017,5,1
OD2866,Esther,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,South,2240.0,0.13,918.4,Tamil Nadu,2015,5,5
OD2867,Rumaiza,Beverages,Soft Drinks,Cumbum,South,2257.0,0.28,857.66,Tamil Nadu,2016,3,29
OD2868,Haseena,Beverages,Health Drinks,Vellore,South,1122.0,0.14,157.08,Tamil Nadu,2017,11,14
OD2869,Krithika,Food Grains,Dals & Pulses,Ooty,South,2374.0,0.32,284.88,Tamil Nadu,2018,12,9
OD2870,Yusuf,Snacks,Chocolates,Chennai,South,904.0,0.19,153.68,Tamil Nadu,2018,3,27
OD2871,Roshan,Snacks,Noodles,Kanyakumari,South,959.0,0.15,95.9,Tamil Nadu,2016,3,16
OD2872,Harish,Oil & Masala,Masalas,Krishnagiri,South,561.0,0.23,145.86,Tamil Nadu,2018,12,9
OD2873,Vince,Bakery,Breads & Buns,Krishnagiri,South,534.0,0.15,208.26,Tamil Nadu,2018,3,27
OD2874,Suresh,Fruits & Veggies,Organic Vegetables,Vellore,South,773.0,0.3,123.68,Tamil Nadu,2017,5,1
OD2875,James,Beverages,Health Drinks,Ramanadhapuram,South,2396.0,0.3,119.8,Tamil Nadu,2018,9,23
OD2876,Anu,Oil & Masala,Masalas,Vellore,South,1898.0,0.19,360.62,Tamil Nadu,2015,5,5
OD2877,Veena,Bakery,Biscuits,Cumbum,South,779.0,0.27,109.06,Tamil Nadu,2015,8,27
OD2878,Shree,Beverages,Health Drinks,Coimbatore,South,1409.0,0.14,211.35,Tamil Nadu,2016,11,8
OD2879,Roshan,Food Grains,Atta & Flour,Virudhunagar,South,690.0,0.22,48.3,Tamil Nadu,2017,9,27
OD2880,Rumaiza,Food Grains,Atta & Flour,Pudukottai,South,1135.0,0.26,249.7,Tamil Nadu,2015,12,17
OD2881,Alan,Food Grains,Rice,Madurai,South,2406.0,0.27,625.56,Tamil Nadu,2017,6,30
OD2882,Vince,Oil & Masala,Edible Oil & Ghee,Namakkal,South,558.0,0.11,189.72,Tamil Nadu,2017,11,3
OD2884,Jonas,Food Grains,Atta & Flour,Theni,South,2287.0,0.33,343.05,Tamil Nadu,2015,4,19
OD2886,Ram,Bakery,Biscuits,Krishnagiri,South,2081.0,0.23,811.59,Tamil Nadu,2017,9,27
OD2887,Hafiz,Food Grains,Rice,Pudukottai,South,2155.0,0.12,754.25,Tamil Nadu,2015,5,5
OD2888,Hussain,Beverages,Soft Drinks,Ooty,South,1536.0,0.2,291.84,Tamil Nadu,2018,12,25
OD2889,Arvind,Snacks,Noodles,Salem,South,989.0,0.35,168.13,Tamil Nadu,2016,9,14
OD2890,Haseena,Fruits & Veggies,Fresh Fruits,Ooty,South,886.0,0.29,256.94,Tamil Nadu,2018,3,27
OD2891,Ganesh,Bakery,Breads & Buns,Tenkasi,South,829.0,0.27,157.51,Tamil Nadu,2018,9,11
OD2893,Verma,Snacks,Chocolates,Pudukottai,South,1534.0,0.24,291.46,Tamil Nadu,2018,12,9
OD2894,Veronica,Oil & Masala,Spices,Karur,South,1486.0,0.21,297.2,Tamil Nadu,2018,9,11
OD2895,Harish,Beverages,Soft Drinks,Dharmapuri,South,1559.0,0.28,265.03,Tamil Nadu,2017,11,3
OD2896,Suresh,Fruits & Veggies,Organic Vegetables,Chennai,South,1522.0,0.18,395.72,Tamil Nadu,2018,3,27
OD2897,Ramesh,Food Grains,Rice,Trichy,South,1227.0,0.34,441.72,Tamil Nadu,2018,12,9
OD2898,Malik,Bakery,Biscuits,Madurai,South,1155.0,0.11,473.55,Tamil Nadu,2016,11,8
OD2900,Willams,Bakery,Biscuits,Ooty,South,965.0,0.33,328.1,Tamil Nadu,2016,3,16
OD2901,Komal,Snacks,Cookies,Karur,South,1422.0,0.35,597.24,Tamil Nadu,2017,9,23
OD2902,Aditi,Beverages,Health Drinks,Madurai,South,1567.0,0.26,564.12,Tamil Nadu,2017,4,14
OD2904,Mathew,Snacks,Cookies,Cumbum,South,1390.0,0.15,583.8,Tamil Nadu,2018,12,21
OD2905,James,Snacks,Chocolates,Coimbatore,South,1887.0,0.12,207.57,Tamil Nadu,2017,6,29
OD2906,Harish,Snacks,Chocolates,Namakkal,South,1273.0,0.34,63.65,Tamil Nadu,2016,11,8
OD2907,Rumaiza,Oil & Masala,Edible Oil & Ghee,Tenkasi,South,2493.0,0.1,673.11,Tamil Nadu,2017,5,9
OD2909,Surya,Fruits & Veggies,Fresh Vegetables,Ooty,South,1655.0,0.3,612.35,Tamil Nadu,2017,2,2
OD2910,Suresh,Beverages,Health Drinks,Viluppuram,South,2195.0,0.22,285.35,Tamil Nadu,2018,11,25
OD2911,Sudeep,Oil & Masala,Spices,Viluppuram,South,2100.0,0.14,315.0,Tamil Nadu,2017,12,5
OD2912,Ganesh,Bakery,Breads & Buns,Karur,South,2341.0,0.15,749.12,Tamil Nadu,2015,4,19
OD2913,Surya,Food Grains,Atta & Flour,Theni,South,1585.0,0.31,634.0,Tamil Nadu,2018,11,13
OD2914,Surya,Food Grains,Atta & Flour,Vellore,South,1853.0,0.29,796.79,Tamil Nadu,2015,12,23
OD2915,Veena,Fruits & Veggies,Fresh Fruits,Kanyakumari,South,2451.0,0.21,318.63,Tamil Nadu,2018,12,22
OD2916,Mathew,Food Grains,Organic Staples,Pudukottai,South,2099.0,0.29,314.85,Tamil Nadu,2018,8,25
OD2917,Verma,Fruits & Veggies,Organic Fruits,Trichy,South,2315.0,0.28,972.3,Tamil Nadu,2016,10,22
OD2918,James,Beverages,Health Drinks,Coimbatore,South,1512.0,0.26,241.92,Tamil Nadu,2018,7,29
OD2919,Verma,Fruits & Veggies,Organic Fruits,Pudukottai,South,1413.0,0.3,452.16,Tamil Nadu,2017,9,4
OD2920,Komal,Bakery,Biscuits,Krishnagiri,South,741.0,0.1,51.87,Tamil Nadu,2018,8,25
OD2921,Ganesh,Bakery,Biscuits,Virudhunagar,South,1363.0,0.1,558.83,Tamil Nadu,2017,9,4
OD2922,Yadav,Food Grains,Dals & Pulses,Perambalur,South,1718.0,0.24,360.78,Tamil Nadu,2015,8,29
OD2923,Sheeba,Bakery,Breads & Buns,Dindigul,South,1546.0,0.26,108.22,Tamil Nadu,2016,3,9
OD2924,Veena,Fruits & Veggies,Organic Vegetables,Perambalur,South,1374.0,0.32,590.82,Tamil Nadu,2015,4,11
OD2925,Alan,Food Grains,Rice,Karur,South,2347.0,0.16,704.1,Tamil Nadu,2018,8,23
OD2927,Mathew,Bakery,Breads & Buns,Ooty,South,831.0,0.28,257.61,Tamil Nadu,2018,10,28
OD2928,Hussain,Bakery,Breads & Buns,Tenkasi,South,1506.0,0.32,677.7,Tamil Nadu,2018,11,6
OD2929,Peer,Snacks,Noodles,Krishnagiri,South,1171.0,0.18,363.01,Tamil Nadu,2017,3,18
OD2930,Vidya,Oil & Masala,Edible Oil & Ghee,Salem,South,689.0,0.1,172.25,Tamil Nadu,2018,7,29
OD2931,Esther,Oil & Masala,Edible Oil & Ghee,Dharmapuri,South,580.0,0.28,29.0,Tamil Nadu,2017,9,5
OD2933,Vince,Food Grains,Atta & Flour,Vellore,South,2377.0,0.23,499.17,Tamil Nadu,2015,12,23
OD2935,Vince,Food Grains,Atta & Flour,Tenkasi,South,2449.0,0.29,930.62,Tamil Nadu,2017,8,13
OD2936,Sabeela,Fruits & Veggies,Fresh Vegetables,Kanyakumari,South,2430.0,0.33,704.7,Tamil Nadu,2018,11,3
OD2938,Amrish,Snacks,Noodles,Bodi,South,1857.0,0.27,315.69,Tamil Nadu,2017,9,4
OD2939,Suresh,Bakery,Breads & Buns,Virudhunagar,South,1914.0,0.34,153.12,Tamil Nadu,2018,11,13
OD2940,Malik,Bakery,Biscuits,Coimbatore,South,853.0,0.31,110.89,Tamil Nadu,2015,8,22
OD2941,Sundar,Fruits & Veggies,Fresh Fruits,Tirunelveli,South,1807.0,0.11,289.12,Tamil Nadu,2018,8,27
OD2943,Shah,Bakery,Breads & Buns,Ooty,South,2280.0,0.24,159.6,Tamil Nadu,2018,11,6
OD2944,Amy,Beverages,Health Drinks,Madurai,South,1567.0,0.32,673.81,Tamil Nadu,2018,11,13
OD2946,Sharon,Beverages,Health Drinks,Theni,South,794.0,0.12,230.26,Tamil Nadu,2018,5,27
OD2947,Krithika,Oil & Masala,Edible Oil & Ghee,Virudhunagar,South,2374.0,0.26,593.5,Tamil Nadu,2015,12,23
OD2948,Jonas,Food Grains,Rice,Dindigul,South,1049.0,0.23,230.78,Tamil Nadu,2018,8,23
OD2949,Jonas,Snacks,Chocolates,Cumbum,South,1826.0,0.35,109.56,Tamil Nadu,2017,10,31
OD2950,Malik,Fruits & Veggies,Organic Vegetables,Perambalur,South,1077.0,0.12,463.11,Tamil Nadu,2018,11,6
OD2951,Jonas,Food Grains,Rice,Ooty,South,2184.0,0.32,764.4,Tamil Nadu,2018,8,31
OD2952,Roshan,Beverages,Health Drinks,Bodi,South,1463.0,0.33,160.93,Tamil Nadu,2017,10,1
OD2954,Sundar,Oil & Masala,Spices,Tenkasi,South,1499.0,0.12,89.94,Tamil Nadu,2017,5,15
OD2955,Vidya,Food Grains,Rice,Ramanadhapuram,South,1216.0,0.25,474.24,Tamil Nadu,2017,10,1
OD2956,Vince,Beverages,Health Drinks,Perambalur,South,945.0,0.35,160.65,Tamil Nadu,2015,8,29
OD2957,Jackson,Bakery,Cakes,Salem,South,1916.0,0.2,402.36,Tamil Nadu,2016,12,4
OD2959,Yusuf,Beverages,Health Drinks,Dindigul,South,1222.0,0.2,281.06,Tamil Nadu,2018,11,6
OD2960,Sheeba,Food Grains,Rice,Bodi,South,2397.0,0.25,958.8,Tamil Nadu,2017,8,13
OD2961,Ramesh,Bakery,Biscuits,Theni,West,2181.0,0.17,261.72,Tamil Nadu,2016,12,12
OD2964,Jackson,Beverages,Health Drinks,Dharmapuri,West,1350.0,0.31,256.5,Tamil Nadu,2018,6,24
OD2965,Ridhesh,Snacks,Cookies,Chennai,West,1364.0,0.12,381.92,Tamil Nadu,2017,9,29
OD2966,Sundar,Oil & Masala,Spices,Salem,West,530.0,0.3,190.8,Tamil Nadu,2017,3,28
OD2967,Haseena,Fruits & Veggies,Fresh Vegetables,Tenkasi,West,1779.0,0.23,142.32,Tamil Nadu,2017,7,7
OD2968,Jackson,Beverages,Soft Drinks,Salem,West,1586.0,0.2,713.7,Tamil Nadu,2017,6,24
OD2969,Vinne,Bakery,Breads & Buns,Karur,West,837.0,0.13,234.36,Tamil Nadu,2017,6,23
OD2970,Alan,Oil & Masala,Masalas,Krishnagiri,West,2292.0,0.19,183.36,Tamil Nadu,2017,8,26
OD2971,Ramesh,Food Grains,Organic Staples,Madurai,West,2213.0,0.16,531.12,Tamil Nadu,2015,12,29
OD2973,Verma,Beverages,Health Drinks,Krishnagiri,West,814.0,0.35,48.84,Tamil Nadu,2016,4,13
OD2974,Akash,Fruits & Veggies,Fresh Fruits,Krishnagiri,West,892.0,0.34,240.84,Tamil Nadu,2018,5,4
OD2975,Veronica,Oil & Masala,Masalas,Virudhunagar,West,1931.0,0.16,617.92,Tamil Nadu,2018,11,12
OD2976,Anu,Food Grains,Atta & Flour,Cumbum,West,1210.0,0.1,217.8,Tamil Nadu,2018,9,23
OD2978,Ganesh,Oil & Masala,Spices,Namakkal,West,2406.0,0.21,529.32,Tamil Nadu,2015,12,20
OD2979,Peer,Food Grains,Organic Staples,Ooty,West,661.0,0.11,257.79,Tamil Nadu,2018,10,12
OD2980,Sudeep,Bakery,Biscuits,Bodi,West,1372.0,0.2,274.4,Tamil Nadu,2016,9,24
OD2981,Sheeba,Oil & Masala,Edible Oil & Ghee,Tenkasi,West,1283.0,0.26,346.41,Tamil Nadu,2016,7,25
OD2982,Alan,Fruits & Veggies,Organic Fruits,Ramanadhapuram,West,2073.0,0.22,497.52,Tamil Nadu,2016,12,13
OD2983,Amy,Fruits & Veggies,Organic Vegetables,Theni,West,967.0,0.3,367.46,Tamil Nadu,2018,8,14
OD2985,Esther,Food Grains,Atta & Flour,Pudukottai,West,1808.0,0.2,216.96,Tamil Nadu,2016,4,11
OD2986,Ridhesh,Snacks,Chocolates,Bodi,West,2167.0,0.14,303.38,Tamil Nadu,2016,2,15
OD2987,Malik,Snacks,Cookies,Madurai,West,1449.0,0.15,623.07,Tamil Nadu,2016,11,22
OD2988,Ganesh,Beverages,Soft Drinks,Tenkasi,West,2351.0,0.32,399.67,Tamil Nadu,2018,11,12
OD2989,Alan,Fruits & Veggies,Fresh Vegetables,Krishnagiri,West,1818.0,0.25,199.98,Tamil Nadu,2016,10,23
OD2990,James,Fruits & Veggies,Fresh Fruits,Cumbum,West,785.0,0.28,78.5,Tamil Nadu,2017,2,19
OD2991,Sharon,Beverages,Soft Drinks,Krishnagiri,West,2481.0,0.28,372.15,Tamil Nadu,2018,12,10
OD2992,Suresh,Snacks,Chocolates,Vellore,West,1479.0,0.17,473.28,Tamil Nadu,2015,12,8
OD2993,Sudha,Bakery,Breads & Buns,Karur,West,1097.0,0.15,87.76,Tamil Nadu,2015,10,18
OD2994,Shah,Beverages,Health Drinks,Viluppuram,West,607.0,0.35,242.8,Tamil Nadu,2018,6,11
OD2995,Muneer,Fruits & Veggies,Organic Fruits,Perambalur,West,949.0,0.35,360.62,Tamil Nadu,2018,7,27
OD2997,Shah,Food Grains,Organic Staples,Virudhunagar,West,1151.0,0.35,391.34,Tamil Nadu,2015,3,23
OD2999,Veena,Oil & Masala,Spices,Coimbatore,West,967.0,0.33,67.69,Tamil Nadu,2018,6,11
OD3000,Malik,Snacks,Noodles,Cumbum,West,2200.0,0.26,396.0,Tamil Nadu,2017,7,17
OD3001,Arvind,Fruits & Veggies,Fresh Vegetables,Trichy,West,1077.0,0.35,430.8,Tamil Nadu,2018,5,6
OD3002,Alan,Beverages,Soft Drinks,Perambalur,West,2367.0,0.15,1065.15,Tamil Nadu,2017,6,24
OD3003,Arvind,Bakery,Breads & Buns,Salem,West,1075.0,0.14,301.0,Tamil Nadu,2015,8,4
OD3004,Veena,Food Grains,Atta & Flour,Theni,West,1306.0,0.1,195.9,Tamil Nadu,2015,9,1
OD3005,Vinne,Food Grains,Organic Staples,Namakkal,West,985.0,0.33,275.8,Tamil Nadu,2017,4,19
OD3006,Veronica,Food Grains,Organic Staples,Viluppuram,West,527.0,0.32,126.48,Tamil Nadu,2017,11,5
OD3007,Komal,Oil & Masala,Spices,Karur,West,2194.0,0.34,987.3,Tamil Nadu,2017,9,2
OD3008,Hafiz,Food Grains,Dals & Pulses,Viluppuram,West,1196.0,0.22,131.56,Tamil Nadu,2018,11,12
OD3009,Haseena,Oil & Masala,Masalas,Kanyakumari,West,579.0,0.16,208.44,Tamil Nadu,2017,6,23
OD3010,Sheeba,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,West,1609.0,0.35,257.44,Tamil Nadu,2016,2,15
OD3011,Peer,Oil & Masala,Spices,Salem,West,2048.0,0.21,655.36,Tamil Nadu,2017,11,10
OD3013,Suresh,Snacks,Noodles,Bodi,West,2088.0,0.11,647.28,Tamil Nadu,2018,9,12
OD3014,Sundar,Oil & Masala,Masalas,Coimbatore,West,2259.0,0.35,112.95,Tamil Nadu,2015,1,6
OD3015,Komal,Food Grains,Organic Staples,Namakkal,West,1390.0,0.14,542.1,Tamil Nadu,2018,12,5
OD3016,James,Fruits & Veggies,Fresh Fruits,Nagercoil,West,814.0,0.14,276.76,Tamil Nadu,2016,12,25
OD3017,Hussain,Food Grains,Dals & Pulses,Theni,West,1253.0,0.27,400.96,Tamil Nadu,2016,12,25
OD3018,Jonas,Bakery,Cakes,Madurai,West,2093.0,0.28,732.55,Tamil Nadu,2016,3,29
OD3020,Anu,Bakery,Cakes,Coimbatore,West,2144.0,0.14,150.08,Tamil Nadu,2018,6,12
OD3022,Rumaiza,Beverages,Health Drinks,Bodi,West,739.0,0.35,162.58,Tamil Nadu,2018,1,7
OD3023,Haseena,Oil & Masala,Masalas,Salem,West,556.0,0.27,244.64,Tamil Nadu,2018,8,3
OD3024,Sharon,Snacks,Chocolates,Ramanadhapuram,West,1174.0,0.16,117.4,Tamil Nadu,2016,11,22
OD3025,Adavan,Snacks,Chocolates,Ooty,West,2230.0,0.19,468.3,Tamil Nadu,2015,12,12
OD3026,Amrish,Oil & Masala,Spices,Vellore,West,1325.0,0.14,79.5,Tamil Nadu,2017,11,6
OD3027,Rumaiza,Fruits & Veggies,Fresh Vegetables,Tirunelveli,West,1905.0,0.27,476.25,Tamil Nadu,2018,8,1
OD3029,Alan,Food Grains,Organic Staples,Karur,West,593.0,0.21,166.04,Tamil Nadu,2018,9,23
OD3030,Ganesh,Oil & Masala,Masalas,Ramanadhapuram,West,2448.0,0.29,538.56,Tamil Nadu,2017,4,16
OD3031,Arutra,Food Grains,Dals & Pulses,Salem,West,1935.0,0.34,832.05,Tamil Nadu,2017,11,10
OD3032,Amy,Oil & Masala,Masalas,Chennai,West,1163.0,0.35,116.3,Tamil Nadu,2018,5,8
OD3033,Vinne,Snacks,Chocolates,Chennai,West,1170.0,0.3,362.7,Tamil Nadu,2018,10,17
OD3034,Hafiz,Oil & Masala,Edible Oil & Ghee,Namakkal,West,1924.0,0.25,269.36,Tamil Nadu,2015,7,22
OD3036,Vinne,Bakery,Cakes,Dharmapuri,West,2031.0,0.3,162.48,Tamil Nadu,2016,12,12
OD3037,Verma,Snacks,Noodles,Tenkasi,West,716.0,0.33,150.36,Tamil Nadu,2016,10,23
OD3038,Sharon,Food Grains,Dals & Pulses,Dindigul,West,988.0,0.23,148.2,Tamil Nadu,2016,12,12
OD3040,Verma,Oil & Masala,Spices,Pudukottai,West,1547.0,0.12,123.76,Tamil Nadu,2017,4,19
OD3042,Sudeep,Bakery,Biscuits,Virudhunagar,West,579.0,0.12,208.44,Tamil Nadu,2016,2,21
OD3045,Suresh,Fruits & Veggies,Organic Vegetables,Madurai,West,520.0,0.33,104.0,Tamil Nadu,2017,11,10
OD3046,Sheeba,Food Grains,Rice,Bodi,West,1503.0,0.21,405.81,Tamil Nadu,2018,3,21
OD3047,Sudeep,Oil & Masala,Spices,Bodi,West,1198.0,0.13,419.3,Tamil Nadu,2017,6,23
OD3048,Vince,Food Grains,Rice,Tenkasi,West,559.0,0.29,156.52,Tamil Nadu,2015,7,25
OD3049,Ravi,Snacks,Cookies,Theni,West,1163.0,0.28,220.97,Tamil Nadu,2016,12,17
OD3050,Kumar,Bakery,Biscuits,Tirunelveli,West,1989.0,0.31,735.93,Tamil Nadu,2016,12,17
OD3051,Veronica,Bakery,Breads & Buns,Tirunelveli,West,1714.0,0.35,702.74,Tamil Nadu,2017,11,10
OD3053,Ravi,Food Grains,Organic Staples,Madurai,West,691.0,0.29,200.39,Tamil Nadu,2015,8,4
OD3055,Suresh,Oil & Masala,Masalas,Coimbatore,West,995.0,0.29,427.85,Tamil Nadu,2018,8,3
OD3056,Roshan,Food Grains,Atta & Flour,Viluppuram,West,2422.0,0.16,435.96,Tamil Nadu,2017,11,10
OD3059,Muneer,Fruits & Veggies,Fresh Fruits,Salem,West,2263.0,0.21,271.56,Tamil Nadu,2015,7,25
OD3060,Vince,Beverages,Health Drinks,Namakkal,West,2035.0,0.26,468.05,Tamil Nadu,2016,2,15
OD3061,Ram,Fruits & Veggies,Fresh Vegetables,Perambalur,West,759.0,0.18,98.67,Tamil Nadu,2018,8,14
OD3062,Malik,Snacks,Cookies,Vellore,West,995.0,0.17,218.9,Tamil Nadu,2017,7,25
OD3063,Adavan,Food Grains,Atta & Flour,Tirunelveli,West,1295.0,0.35,142.45,Tamil Nadu,2015,12,13
OD3064,Harish,Bakery,Breads & Buns,Pudukottai,West,2366.0,0.21,425.88,Tamil Nadu,2016,3,29
OD3065,Krithika,Food Grains,Rice,Tirunelveli,West,599.0,0.1,221.63,Tamil Nadu,2016,9,10
OD3066,Ravi,Oil & Masala,Spices,Bodi,West,1986.0,0.24,496.5,Tamil Nadu,2017,7,17
OD3067,James,Oil & Masala,Masalas,Madurai,West,1485.0,0.14,386.1,Tamil Nadu,2018,1,7
